image,text
data/raw/signboards/week3_day1_sign_003.jpg,ٹیچر بھرتی گائیڈ دستیاب ہے
data/raw/synthetic/week3_day1_synthetic_001.png,نقل
data/raw/synthetic/week3_day1_synthetic_002.png,نکا
data/raw/synthetic/week3_day1_synthetic_003.png,نکرتا
data/raw/synthetic/week3_day1_synthetic_004.png,نکہ
data/raw/synthetic/week3_day1_synthetic_005.png,نکہاںپہ
data/raw/other/week3_day1_other_001.png,کون سوچ سکتا تھا کہ ہندوستان انگریز حکمرانوں کی مملکت
data/raw/other/week3_day1_other_002.png,خلافت کے باوجود برصغیر کی ملت اسلامیہ دین اسلام پر اور اپنی نظریہ
data/raw/other/week3_day1_other_003.png,برصغیر میں بسنے والے مختلف خاندانوں کا اتحاد ہے اور پاکستان کی
data/raw/other/week3_day1_other_004.png,بقا اسی نظریہ حیات کے فروغ پر منحصر ہے
data/raw/synthetic/week3_auto_001.png,پاکستان زندہ باد
data/raw/synthetic/week3_auto_002.png,تعلیم روشنی ہے
data/raw/synthetic/week3_auto_003.png,محنت کامیابی کی کنجی ہے
data/raw/synthetic/week3_auto_004.png,علم انسان کی طاقت ہے
data/raw/synthetic/week3_auto_005.png,وقت بہت قیمتی ہے
data/raw/synthetic/week3_auto_006.png,اردو ہماری قومی زبان ہے
data/raw/synthetic/week3_auto_007.png,پاکستان ہمارا وطن ہے
data/raw/synthetic/week3_auto_008.png,صفائی نصف ایمان ہے
data/raw/synthetic/week3_auto_009.png,اتحاد میں طاقت ہے
data/raw/synthetic/week3_auto_010.png,کتاب بہترین دوست ہے
data/raw/synthetic/week3_auto_011.png,سچائی بہترین پالیسی ہے
data/raw/synthetic/week3_auto_012.png,پانی زندگی ہے
data/raw/synthetic/week3_auto_013.png,درخت زندگی کا حسن ہیں
data/raw/synthetic/week3_auto_014.png,امن سب کی ضرورت ہے
data/raw/synthetic/week3_auto_015.png,خوش آمدید
data/raw/synthetic/week3_auto_016.png,داخلہ ممنوع
data/raw/synthetic/week3_auto_017.png,آج کی اہم خبر
data/raw/synthetic/week3_auto_018.png,میرا وطن پاکستان
data/raw/synthetic/week3_auto_019.png,تعلیم ہر بچے کا حق ہے
data/raw/synthetic/week3_auto_020.png,کتابیں علم کا خزانہ ہیں
data/raw/synthetic/week3_auto_021.png,وقت کی قدر کریں
data/raw/synthetic/week3_auto_022.png,اپنے ملک سے محبت کریں
data/raw/synthetic/week3_auto_023.png,نوجوان قوم کا مستقبل ہیں
data/raw/synthetic/week3_auto_024.png,قانون سب کے لیے برابر ہے
data/raw/synthetic/week3_auto_025.png,سچ بولنا اچھی عادت ہے
data/raw/synthetic/week3_auto_026.png,محنت سے کامیابی ملتی ہے
data/raw/synthetic/week3_auto_027.png,پاکستان ایک خوبصورت ملک ہے
data/raw/synthetic/week3_auto_028.png,علم روشنی اور جہالت اندھیرا ہے
data/raw/synthetic/week3_auto_029.png,کامیابی مسلسل محنت سے ملتی ہے
data/raw/synthetic/week3_auto_030.png,اچھے اخلاق انسان کی پہچان ہیں
data/raw/synthetic/week3_auto_031.png,استاد کا احترام کریں
data/raw/synthetic/week3_auto_032.png,والدین کی خدمت کریں
data/raw/synthetic/week3_auto_033.png,صحت بہت بڑی نعمت ہے
data/raw/synthetic/week3_auto_034.png,ضرورت مندوں کی مدد کریں
data/raw/synthetic/week3_auto_035.png,ملک کی ترقی میں حصہ لیں
data/raw/synthetic/week3_auto_036.png,زندگی میں امید قائم رکھیں
data/raw/synthetic/week3_auto_037.png,مشکل وقت میں حوصلہ رکھیں
data/raw/synthetic/week3_auto_038.png,علم حاصل کرنا ضروری ہے
data/raw/synthetic/week3_auto_039.png,کامیاب لوگ وقت کی قدر کرتے ہیں
data/raw/synthetic/week3_auto_040.png,نوجوان پاکستان کی طاقت ہیں
data/raw/synthetic/week3_auto_041.png,پاکستان زندہ باد
data/raw/synthetic/week3_auto_042.png,تعلیم روشنی ہے
data/raw/synthetic/week3_auto_043.png,محنت کامیابی کی کنجی ہے
data/raw/synthetic/week3_auto_044.png,علم انسان کی طاقت ہے
data/raw/synthetic/week3_auto_045.png,وقت بہت قیمتی ہے
data/raw/synthetic/week3_auto_046.png,اردو ہماری قومی زبان ہے
data/raw/synthetic/week3_auto_047.png,پاکستان ہمارا وطن ہے
data/raw/synthetic/week3_auto_048.png,صفائی نصف ایمان ہے
data/raw/synthetic/week3_auto_049.png,اتحاد میں طاقت ہے
data/raw/synthetic/week3_auto_050.png,کتاب بہترین دوست ہے
data/raw/synthetic/week3_auto_051.png,سچائی بہترین پالیسی ہے
data/raw/synthetic/week3_auto_052.png,پانی زندگی ہے
data/raw/synthetic/week3_auto_053.png,درخت زندگی کا حسن ہیں
data/raw/synthetic/week3_auto_054.png,امن سب کی ضرورت ہے
data/raw/synthetic/week3_auto_055.png,خوش آمدید
data/raw/synthetic/week3_auto_056.png,داخلہ ممنوع
data/raw/synthetic/week3_auto_057.png,آج کی اہم خبر
data/raw/synthetic/week3_auto_058.png,میرا وطن پاکستان
data/raw/synthetic/week3_auto_059.png,تعلیم ہر بچے کا حق ہے
data/raw/synthetic/week3_auto_060.png,کتابیں علم کا خزانہ ہیں
data/raw/synthetic/week3_auto_061.png,وقت کی قدر کریں
data/raw/synthetic/week3_auto_062.png,اپنے ملک سے محبت کریں
data/raw/synthetic/week3_auto_063.png,نوجوان قوم کا مستقبل ہیں
data/raw/synthetic/week3_auto_064.png,قانون سب کے لیے برابر ہے
data/raw/synthetic/week3_auto_065.png,سچ بولنا اچھی عادت ہے
data/raw/synthetic/week3_auto_066.png,محنت سے کامیابی ملتی ہے
data/raw/synthetic/week3_auto_067.png,پاکستان ایک خوبصورت ملک ہے
data/raw/synthetic/week3_auto_068.png,علم روشنی اور جہالت اندھیرا ہے
data/raw/synthetic/week3_auto_069.png,کامیابی مسلسل محنت سے ملتی ہے
data/raw/synthetic/week3_auto_070.png,اچھے اخلاق انسان کی پہچان ہیں
data/raw/synthetic/week3_auto_071.png,استاد کا احترام کریں
data/raw/synthetic/week3_auto_072.png,والدین کی خدمت کریں
data/raw/synthetic/week3_auto_073.png,صحت بہت بڑی نعمت ہے
data/raw/synthetic/week3_auto_074.png,ضرورت مندوں کی مدد کریں
data/raw/synthetic/week3_auto_075.png,ملک کی ترقی میں حصہ لیں
data/raw/synthetic/week3_auto_076.png,زندگی میں امید قائم رکھیں
data/raw/synthetic/week3_auto_077.png,مشکل وقت میں حوصلہ رکھیں
data/raw/synthetic/week3_auto_078.png,علم حاصل کرنا ضروری ہے
data/raw/synthetic/week3_auto_079.png,کامیاب لوگ وقت کی قدر کرتے ہیں
data/raw/synthetic/week3_auto_080.png,نوجوان پاکستان کی طاقت ہیں
data/raw/synthetic/week3_auto_081.png,پاکستان زندہ باد
data/raw/synthetic/week3_auto_082.png,تعلیم روشنی ہے
data/raw/synthetic/week3_auto_083.png,محنت کامیابی کی کنجی ہے
data/raw/synthetic/week3_auto_084.png,علم انسان کی طاقت ہے
data/raw/synthetic/week3_auto_085.png,وقت بہت قیمتی ہے
data/raw/synthetic/week3_auto_086.png,اردو ہماری قومی زبان ہے
data/raw/synthetic/week3_auto_087.png,پاکستان ہمارا وطن ہے
data/raw/synthetic/week3_auto_088.png,صفائی نصف ایمان ہے
data/raw/synthetic/week3_auto_089.png,اتحاد میں طاقت ہے
data/raw/synthetic/week3_auto_090.png,کتاب بہترین دوست ہے
data/raw/synthetic/week3_auto_091.png,سچائی بہترین پالیسی ہے
data/raw/synthetic/week3_auto_092.png,پانی زندگی ہے
data/raw/synthetic/week3_auto_093.png,درخت زندگی کا حسن ہیں
data/raw/synthetic/week3_auto_094.png,امن سب کی ضرورت ہے
data/raw/synthetic/week3_auto_095.png,خوش آمدید
data/raw/synthetic/week3_auto_096.png,داخلہ ممنوع
data/raw/synthetic/week3_auto_097.png,آج کی اہم خبر
data/raw/synthetic/week3_auto_098.png,میرا وطن پاکستان
data/raw/synthetic/week3_auto_099.png,تعلیم ہر بچے کا حق ہے
data/raw/synthetic/week3_auto_100.png,کتابیں علم کا خزانہ ہیں
data/raw/synthetic/week3_auto_101.png,وقت کی قدر کریں
data/raw/synthetic/week3_auto_102.png,اپنے ملک سے محبت کریں
data/raw/synthetic/week3_auto_103.png,نوجوان قوم کا مستقبل ہیں
data/raw/synthetic/week3_auto_104.png,قانون سب کے لیے برابر ہے
data/raw/synthetic/week3_auto_105.png,سچ بولنا اچھی عادت ہے
data/raw/synthetic/week3_auto_106.png,محنت سے کامیابی ملتی ہے
data/raw/synthetic/week3_auto_107.png,پاکستان ایک خوبصورت ملک ہے
data/raw/synthetic/week3_auto_108.png,علم روشنی اور جہالت اندھیرا ہے
data/raw/synthetic/week3_auto_109.png,کامیابی مسلسل محنت سے ملتی ہے
data/raw/synthetic/week3_auto_110.png,اچھے اخلاق انسان کی پہچان ہیں
data/raw/synthetic/week3_auto_111.png,استاد کا احترام کریں
data/raw/synthetic/week3_auto_112.png,والدین کی خدمت کریں
data/raw/synthetic/week3_auto_113.png,صحت بہت بڑی نعمت ہے
data/raw/synthetic/week3_auto_114.png,ضرورت مندوں کی مدد کریں
data/raw/synthetic/week3_auto_115.png,ملک کی ترقی میں حصہ لیں
data/raw/synthetic/week3_auto_116.png,زندگی میں امید قائم رکھیں
data/raw/synthetic/week3_auto_117.png,مشکل وقت میں حوصلہ رکھیں
data/raw/synthetic/week3_auto_118.png,علم حاصل کرنا ضروری ہے
data/raw/synthetic/week3_auto_119.png,کامیاب لوگ وقت کی قدر کرتے ہیں
data/raw/synthetic/week3_auto_120.png,نوجوان پاکستان کی طاقت ہیں
data/raw/synthetic/week3_auto_121.png,پاکستان زندہ باد
data/raw/synthetic/week3_auto_122.png,تعلیم روشنی ہے
data/raw/synthetic/week3_auto_123.png,محنت کامیابی کی کنجی ہے
data/raw/synthetic/week3_auto_124.png,علم انسان کی طاقت ہے
data/raw/synthetic/week3_auto_125.png,وقت بہت قیمتی ہے
data/raw/synthetic/week3_auto_126.png,اردو ہماری قومی زبان ہے
data/raw/synthetic/week3_auto_127.png,پاکستان ہمارا وطن ہے
data/raw/synthetic/week3_auto_128.png,صفائی نصف ایمان ہے
data/raw/synthetic/week3_auto_129.png,اتحاد میں طاقت ہے
data/raw/synthetic/week3_auto_130.png,کتاب بہترین دوست ہے
data/raw/synthetic/week3_auto_131.png,سچائی بہترین پالیسی ہے
data/raw/synthetic/week3_auto_132.png,پانی زندگی ہے
data/raw/synthetic/week3_auto_133.png,درخت زندگی کا حسن ہیں
data/raw/synthetic/week3_auto_134.png,امن سب کی ضرورت ہے
data/raw/synthetic/week3_auto_135.png,خوش آمدید
data/raw/synthetic/week3_auto_136.png,داخلہ ممنوع
data/raw/synthetic/week3_auto_137.png,آج کی اہم خبر
data/raw/synthetic/week3_auto_138.png,میرا وطن پاکستان
data/raw/synthetic/week3_auto_139.png,تعلیم ہر بچے کا حق ہے
data/raw/synthetic/week3_auto_140.png,کتابیں علم کا خزانہ ہیں
data/raw/synthetic/week3_auto_141.png,وقت کی قدر کریں
data/raw/synthetic/week3_auto_142.png,اپنے ملک سے محبت کریں
data/raw/synthetic/week3_auto_143.png,نوجوان قوم کا مستقبل ہیں
data/raw/synthetic/week3_auto_144.png,قانون سب کے لیے برابر ہے
data/raw/synthetic/week3_auto_145.png,سچ بولنا اچھی عادت ہے
data/raw/synthetic/week3_auto_146.png,محنت سے کامیابی ملتی ہے
data/raw/synthetic/week3_auto_147.png,پاکستان ایک خوبصورت ملک ہے
data/raw/synthetic/week3_auto_148.png,علم روشنی اور جہالت اندھیرا ہے
data/raw/synthetic/week3_auto_149.png,کامیابی مسلسل محنت سے ملتی ہے
data/raw/synthetic/week3_auto_150.png,اچھے اخلاق انسان کی پہچان ہیں
data/raw/synthetic/week3_auto_151.png,استاد کا احترام کریں
data/raw/synthetic/week3_auto_152.png,والدین کی خدمت کریں
data/raw/synthetic/week3_auto_153.png,صحت بہت بڑی نعمت ہے
data/raw/synthetic/week3_auto_154.png,ضرورت مندوں کی مدد کریں
data/raw/synthetic/week3_auto_155.png,ملک کی ترقی میں حصہ لیں
data/raw/synthetic/week3_auto_156.png,زندگی میں امید قائم رکھیں
data/raw/synthetic/week3_auto_157.png,مشکل وقت میں حوصلہ رکھیں
data/raw/synthetic/week3_auto_158.png,علم حاصل کرنا ضروری ہے
data/raw/synthetic/week3_auto_159.png,کامیاب لوگ وقت کی قدر کرتے ہیں
data/raw/synthetic/week3_auto_160.png,نوجوان پاکستان کی طاقت ہیں
data/raw/synthetic/week3_auto_161.png,پاکستان زندہ باد
data/raw/synthetic/week3_auto_162.png,تعلیم روشنی ہے
data/raw/synthetic/week3_auto_163.png,محنت کامیابی کی کنجی ہے
data/raw/synthetic/week3_auto_164.png,علم انسان کی طاقت ہے
data/raw/synthetic/week3_auto_165.png,وقت بہت قیمتی ہے
data/raw/synthetic/week3_auto_166.png,اردو ہماری قومی زبان ہے
data/raw/synthetic/week3_auto_167.png,پاکستان ہمارا وطن ہے
data/raw/synthetic/week3_auto_168.png,صفائی نصف ایمان ہے
data/raw/synthetic/week3_auto_169.png,اتحاد میں طاقت ہے
data/raw/synthetic/week3_auto_170.png,کتاب بہترین دوست ہے
data/raw/synthetic/week3_auto_171.png,سچائی بہترین پالیسی ہے
data/raw/synthetic/week3_auto_172.png,پانی زندگی ہے
data/raw/synthetic/week3_auto_173.png,درخت زندگی کا حسن ہیں
data/raw/synthetic/week3_auto_174.png,امن سب کی ضرورت ہے
data/raw/synthetic/week3_auto_175.png,خوش آمدید
data/raw/synthetic/week3_auto_176.png,داخلہ ممنوع
data/raw/synthetic/week3_auto_177.png,آج کی اہم خبر
data/raw/synthetic/week3_auto_178.png,میرا وطن پاکستان
data/raw/synthetic/week3_auto_179.png,تعلیم ہر بچے کا حق ہے
data/raw/synthetic/week3_auto_180.png,کتابیں علم کا خزانہ ہیں
data/raw/synthetic/week3_auto_181.png,وقت کی قدر کریں
data/raw/synthetic/week3_auto_182.png,اپنے ملک سے محبت کریں
data/raw/synthetic/week3_auto_183.png,نوجوان قوم کا مستقبل ہیں
data/raw/synthetic/week3_auto_184.png,قانون سب کے لیے برابر ہے
data/raw/synthetic/week3_auto_185.png,سچ بولنا اچھی عادت ہے
